id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_bulk_6c953c86ff1fb14c,organisation,org_36577bb3608ee5a3,name,Ampersand Energy,src_06e5f378dc49db18,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Our Technology section names AmperOps and describes fleet-management, telemetry and predictive battery-lifespan optimisation."
asrt_bulk_6cbdc922d713486b,organisation,org_7e4e5bedaec641be,website,https://www.sparkmeter.io/,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
asrt_bulk_6ebe8aebc8e8be53,organisation,org_e7a91741bca86f28,name,SteamaCo,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_6f764cb5434ba4b6,product,prod_3f8147ec1b685701,access_model,commercial,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_715ca993aee9c385,product,prod_76e1cb9631e5da42,primary_category_id,cat_emobility_battery_networks,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_79df8c9b31f290a1,product,prod_a3b8555b0b37b5d2,access_model,commercial,src_06e5f378dc49db18,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Our Technology section names AmperOps and describes fleet-management, telemetry and predictive battery-lifespan optimisation."
asrt_bulk_7f3d797b493abf82,organisation,org_36577bb3608ee5a3,name,Ampersand Energy,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_80962a35b32ccd77,product,prod_7dc0a9bb41944d44,sector_id,sector_emobility_batteries,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_86a74940c290a9cc,product,prod_3f8147ec1b685701,lifecycle_status,active,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_8775d92917f8cae4,organisation,org_e7a91741bca86f28,country_of_origin,KE,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_8c051f55fb6e0d72,product,prod_76e1cb9631e5da42,name,ARC Ride Mobile App,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_8d6b289b91b2f71e,product,prod_83e8647b12c0f40a,organisation_id,org_7e4e5bedaec641be,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
asrt_bulk_8e9a4ac790a04569,deployment,dep_621d5c7586b993f8,product_id,prod_83e8647b12c0f40a,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
asrt_bulk_903f71292d721187,organisation,org_a05bce318bbf4ea0,name,ARC Ride,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_9531a1fdfe61481a,product,prod_83e8647b12c0f40a,website,https://www.sparkmeter.io/,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
asrt_bulk_97f38cd62bec300a,product,prod_76e1cb9631e5da42,description,Mobile application for locating ARC Ride battery-swapping cabinets in Nairobi.,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_9a9a1b4707e7bd93,deployment,dep_621d5c7586b993f8,lifecycle_status,historical,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
asrt_bulk_9c13ba279c647d05,organisation,org_e7a91741bca86f28,origin_classification,africa_founded_global_hq,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_a0ee05d18e95df1d,organisation,org_406033f114a69ab6,headquarters_country,EG,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Utility Management Platform'; Contacts section gives the Giza, Egypt address."
asrt_bulk_a1fbd29c302fac3c,product,prod_7dc0a9bb41944d44,name,Ampersand Driver App,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_a2aa16a61669564d,organisation,org_e7a91741bca86f28,name,SteamaCo,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_a6c6742f7ac2486e,product,prod_76e1cb9631e5da42,organisation_id,org_a05bce318bbf4ea0,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_a7cdb6aa91a2643b,organisation,org_406033f114a69ab6,origin_classification,africa_built,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Utility Management Platform'; Contacts section gives the Giza, Egypt address."
asrt_bulk_ab7fba5fc37d9fdf,product,prod_3f8147ec1b685701,description,"An AI platform that analyses meter and vending data to detect loss anomalies, meter bypass, tampering and illegal connections.",src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_af7c10a8d64258ac,organisation,org_e7a91741bca86f28,origin_classification,africa_founded_global_hq,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_b011b085740209ea,product,prod_a3b8555b0b37b5d2,website,https://www.ampersand.energy/,src_06e5f378dc49db18,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Our Technology section names AmperOps and describes fleet-management, telemetry and predictive battery-lifespan optimisation."
asrt_bulk_b18049036f39021d,product,prod_5c44515448aa55ab,sector_id,sector_power_utilities,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_b58a3f4455025a32,organisation,org_36577bb3608ee5a3,website,https://www.ampersand.energy/,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_b7b8a051a37671be,product,prod_a3b8555b0b37b5d2,primary_category_id,cat_emobility_battery_networks,src_06e5f378dc49db18,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Our Technology section names AmperOps and describes fleet-management, telemetry and predictive battery-lifespan optimisation."
asrt_bulk_b7fc08428d02b887,product,prod_a3b8555b0b37b5d2,lifecycle_status,active,src_06e5f378dc49db18,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Our Technology section names AmperOps and describes fleet-management, telemetry and predictive battery-lifespan optimisation."
asrt_bulk_bd9e56386782cb53,organisation,org_36577bb3608ee5a3,origin_classification,africa_built,src_06e5f378dc49db18,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Our Technology section names AmperOps and describes fleet-management, telemetry and predictive battery-lifespan optimisation."
asrt_bulk_befe373bb928a1c7,product,prod_76e1cb9631e5da42,website,https://arcrideglobal.com/bidii-boda,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_c04d868e1e0bd2fa,deployment,dep_621d5c7586b993f8,country_iso2,SO,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
asrt_bulk_c25b72fc57bfa8a8,deployment,dep_621d5c7586b993f8,customer_disclosure,named,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
asrt_bulk_c57a50ebb4655220,product,prod_a3b8555b0b37b5d2,name,AmperOps,src_06e5f378dc49db18,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Our Technology section names AmperOps and describes fleet-management, telemetry and predictive battery-lifespan optimisation."
asrt_bulk_c791cdff4132cd1b,product,prod_7dc0a9bb41944d44,description,Driver application for monitoring battery state and navigating to battery-swap stations.,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_c84bc46982f95398,product,prod_39480c97b0739c3c,description,An integrated platform for real-time monitoring and optimisation of electricity and water distribution networks.,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Utility Management Platform'; Contacts section gives the Giza, Egypt address."
asrt_bulk_cab5a146a266a335,product,prod_5c44515448aa55ab,name,ThunderBolt,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_cb79b7ca8e76a0e8,product,prod_39480c97b0739c3c,name,Utility Management Platform,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Utility Management Platform'; Contacts section gives the Giza, Egypt address."
asrt_bulk_d29710b7f25d22d3,organisation,org_e7a91741bca86f28,website,https://steama.co/,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_d34081cb3cbf8780,organisation,org_e7a91741bca86f28,country_of_origin,KE,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_d66b3a0a6a8f23cb,product,prod_3f8147ec1b685701,organisation_id,org_e7a91741bca86f28,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_d73073facd04b588,organisation,org_36577bb3608ee5a3,country_of_origin,RW,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_d963692cf516c839,product,prod_5c44515448aa55ab,description,A field-force application for utility investigation and operational workflows.,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_db7398caabbfb125,organisation,org_e7a91741bca86f28,website,https://steama.co/,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_dc805bd69b1b4d24,product,prod_3f8147ec1b685701,name,Aurora AI,src_d20623b62099ccd7,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Sections 'ATC&C Loss Detection & Resolution' and 'How it works'.
asrt_bulk_df0e5d7d442d50f6,product,prod_39480c97b0739c3c,primary_category_id,cat_distribution_utility_operations,src_c70678946460cecc,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Products section, 'Utility Management Platform'; Contacts section gives the Giza, Egypt address."
asrt_bulk_df11474ff6a9b24d,product,prod_7dc0a9bb41944d44,lifecycle_status,active,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_e7b4a8e7b1c03381,organisation,org_a05bce318bbf4ea0,headquarters_country,KE,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_e9dbbfdc0da5e681,product,prod_7dc0a9bb41944d44,website,https://www.ampersand.energy/technology,src_0a4fa31247a1d3c3,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: Technology page section on the Driver App describes checking battery level and finding a swap station.
asrt_bulk_ed0f6eccf2be2c5c,product,prod_76e1cb9631e5da42,lifecycle_status,active,src_1fd4de155f438bff,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,Human reviewed. Source locator: FAQ answer to 'Where can I swap batteries' states that cabinets are deployed across Nairobi and can be found using the mobile app.
asrt_bulk_ee43869e811c4b9c,product,prod_83e8647b12c0f40a,sector_id,sector_power_utilities,src_a1861482fff6a50d,independently_evidenced,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Sections 'Connecting Displaced Communities' and 'Powering Business', especially the introduction of SparkMeter prepaid meters and transfer of remaining connections to BECO."
