id,organisation_id,name,slug,description,primary_category_id,lifecycle_status,access_model,open_source_url,website,launched_year,last_checked_at
prod_14d47cbe194106c4,org_63de83960ce6a966,Bboxx Pulse,bboxx-pulse,"An operating and management platform for PAYGo utility businesses covering products, customers, financing and field operations.",cat_paygo_minigrid_operations,active,commercial,,https://nigeria.bboxx.com/technology/,,2026-08-02
prod_1b711e547ec33e4e,org_1f5127f2c1cec727,IRENA West Africa Electrification Platform,irena-west-africa-electrification-platform,Interactive platform providing electrification investment scenarios for West African countries.,cat_planning_geospatial,active,public,,https://energy-modelling-tools.github.io/onsset/applications/,,2026-08-02
prod_21c1794343050d9f,org_e7a91741bca86f28,SunBeam,sunbeam,"A consumer app for checking prepaid balances, transactions and energy usage and receiving account notifications.",cat_retail_metering_billing_payments,active,commercial,,https://steama.co/sunbeam,,2026-08-02
prod_27402d8bb06c6333,org_a4f72ab71d53535a,SHYFT Connect,shyft-connect,"A web and mobile platform for real-time monitoring, metering, control and automation of grid, solar, battery and generator assets.",cat_ci_behind_meter,active,commercial,,https://shyftpower.com/faqs,,2026-08-02
prod_28e66e28e429e98a,org_df0fd10412aadaab,Kofa Swap & Go,kofa-swap-go,"Mobile and web application for battery-swap access, station discovery, battery availability and account management.",cat_emobility_battery_networks,active,commercial,,https://www.kofa.co/solutions,,2026-08-02
prod_2cb981c2e4d76c28,org_0a99ba7088470e53,Ontec Meter Manager,ontec-meter-manager,"Web-based meter-administration and prepaid vending software for electricity, water and gas, with a high-volume transaction gateway.",cat_retail_metering_billing_payments,active,commercial,,https://ontec.co.za/technology/,,2026-08-02
prod_31c98189497128c4,org_d26348409ac6de26,Mazi Mobility Web App,mazi-mobility-web-app,Web application for locating battery-swap stations with battery availability and dynamic routing.,cat_emobility_battery_networks,active,commercial,,https://mazimobility.com/product.html,,2026-08-02
prod_3464ecbd2a2298cc,org_530820839614a2eb,ArcGIS Enterprise,arcgis-enterprise,"Enterprise geospatial platform for utility asset registries, web maps, spatial analysis, dashboards and integration with operational systems.",cat_planning_geospatial,active,commercial,,https://www.esri.com/en-us/arcgis/products/arcgis-enterprise/overview,,2026-08-02
prod_353718ec5630f5cc,org_b5a699ab229742b6,Market Forecaster,market-forecaster,"Forecasting software using historical data, statistical models and machine learning for demand, supply and other energy-market outcomes.",cat_forecasting_flexibility_der,active,commercial,,https://www.enerweb.co.za/index.php/products/mf,,2026-08-02
prod_37d006103d63d180,org_b4e978f005016067,FinTrack,fintrack,Financial modelling tool supplying financing terms for energy-investment analysis.,cat_finance_procurement_underwriting,active,open_source,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_39480c97b0739c3c,org_406033f114a69ab6,Utility Management Platform,utility-management-platform,An integrated platform for real-time monitoring and optimisation of electricity and water distribution networks.,cat_distribution_utility_operations,active,commercial,,https://pylonump.com/?lang=en,,2026-08-02
prod_3b9526941c4a04c6,org_530820839614a2eb,ArcGIS GeoEvent Server,arcgis-geoevent-server,"Real-time geospatial event-processing software that ingests sensor streams, updates map features and supports operational alerts and dashboards.",cat_distribution_utility_operations,active,commercial,,https://www.esri.com/en-us/arcgis/products/arcgis-geoevent-server/overview,,2026-08-02
prod_3c464ba494208cc0,org_b4e978f005016067,PathCalc,pathcalc,Interactive software for visualising the carbon-emissions implications of energy choices.,cat_carbon_mrv_reporting,active,open_source,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_3cdf76665621519b,org_d48d027ab1a1011c,Energypro Marketplace,energypro-marketplace,Digital marketplace matching large electricity buyers with renewable generators.,cat_trading_wheeling_settlement,active,commercial,,https://openaccess.energy/,,2026-08-02
prod_3e36972ea2d29b21,org_32b8d4d2ec475f59,SAP Advanced Metering Infrastructure Integration for Utilities,sap-advanced-metering-infrastructure-integration-for-utilities,"Integration software connecting smart-meter data systems with utility back-office processes for remote reads, billing, customer service and consumption analysis.",cat_data_interoperability_security,historical,commercial,,https://www.prnewswire.com/news-releases/newsbyte-city-of-cape-town-empowers-commercial-and-industrial-customers-with-sap-ami-integration-for-utilities-software-148054465.html,,2026-08-02
prod_3f8147ec1b685701,org_e7a91741bca86f28,Aurora AI,aurora-ai,"An AI platform that analyses meter and vending data to detect loss anomalies, meter bypass, tampering and illegal connections.",cat_distribution_utility_operations,active,commercial,,https://steama.co/aurora-ai,,2026-08-02
prod_46feee3513c5f4a9,org_99b1e294a6715f25,NetView,netview,"Hardware-agnostic utility metering-management platform for electricity, water and gas across multiple communications channels.",cat_retail_metering_billing_payments,active,commercial,,https://cloud.netelek.co.za/,,2026-08-02
prod_47d2aba604b42faf,org_907aa74533dc527b,GridOS Forecasting,gridos-forecasting,"Grid forecasting software providing variable-renewable-energy forecasts, ramping tools and near-real-time operational inputs.",cat_forecasting_flexibility_der,active,commercial,,https://www.gevernova.com/software/products/grid-os,,2026-08-02
prod_4801ed63e28a4c98,org_d48d027ab1a1011c,Energypro Transactions,energypro-transactions,"Private-energy transaction software for contract automation, power sales and wheeling management.",cat_trading_wheeling_settlement,active,commercial,,https://openaccess.energy/,,2026-08-02
prod_4862d10385138cf5,org_e33da6f90fe33e3b,D-REC Platform,d-rec-platform,Open digital platform for validating distributed renewable generation data and issuing traceable energy certificates.,cat_carbon_mrv_reporting,active,open_source,https://github.com/d-rec/drec-origin,https://d-rec.github.io/drec-origin/platform-overview/key-features.html,,2026-08-02
prod_4a59c1c6110c4219,org_6fa8233b4c6f7e60,MyVoltage Utility Management Platform,myvoltage-utility-management-platform,"Cloud utility-management platform for electricity, water and gas monitoring, billing, payments, accounting reconciliation and network balancing.",cat_retail_metering_billing_payments,active,commercial,,https://www.myvoltage.co.za/what-we-do/,,2026-08-02
prod_4add1d20552ca8e8,org_406033f114a69ab6,Energy Management System,energy-management-system,An energy-management tool for operational efficiency and emissions reduction in industrial and telecom infrastructure.,cat_ci_behind_meter,active,commercial,,https://pylonump.com/?lang=en,,2026-08-02
prod_4c1eb1c96a6e5afa,org_a8add2f3b4fe90af,OSeMOSYS Global,osemosys-global,Open-source model generator for interconnected global or regional energy-system models.,cat_engineering_design_simulation,active,open_source,https://github.com/OSeMOSYS/osemosys_global,https://osemosys-global.readthedocs.io/en/latest/,,2026-08-02
prod_4e6bb096113f7a45,org_99b1e294a6715f25,NetMaps,netmaps,"Utility asset-management software with mapping, auditing and administrative functions for field technical teams.",cat_planning_geospatial,active,commercial,,https://cloud.netelek.co.za/,,2026-08-02
prod_50515a6186c6f41d,org_a08b81b7f5f0b23a,mypower24,mypower24,"A web and mobile energy-management platform for monitoring, analytics, device control and logic configuration across solar and storage systems.",cat_generation_storage_operations,active,commercial,,https://www.solarmd.com/products/monitoring-control/ems-mypower24/,,2026-08-02
prod_54cb1b174fd192ac,org_b4e978f005016067,MINFin,minfin,Model for Informed National Financing used to develop national climate-finance strategies.,cat_finance_procurement_underwriting,active,open_source,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_596ed16f715fb870,org_6813554323495fa0,Switch Smart Metering Platform,switch-smart-metering-platform,"An internally built meter-data, sub-metering, revenue-collection, billing and reporting platform for utilities and property energy systems.",cat_retail_metering_billing_payments,active,commercial,,https://www.switch.org.za/,,2026-08-02
prod_5a6f083895aef158,org_063aba978073ba5d,Citiq App,citiq-app,"A mobile app for purchasing prepaid electricity, tracking usage and transaction history, and managing multiple meters.",cat_retail_metering_billing_payments,active,commercial,,https://citiqprepaid.co.za/,,2026-08-02
prod_5ace380c4742b933,org_d8a52b70cf175966,Elon Smart Water digital platform,elon-smart-water-digital-platform,The mobile-app and cloud-services layer of the Elon Smart Water solution for connected water-heating and solar-PV management.,cat_ci_behind_meter,active,commercial,,https://poweroptimal.com/,,2026-08-02
prod_5c44515448aa55ab,org_e7a91741bca86f28,ThunderBolt,thunderbolt,A field-force application for utility investigation and operational workflows.,cat_distribution_utility_operations,active,commercial,,https://steama.co/products,,2026-08-02
prod_5cabfd347277fd43,org_a2926a5df5cdd48c,Building-level Electricity Access and Demand Model,building-level-electricity-access-and-demand-model,Open-source AI and geospatial model estimating building-level electricity access and demand in sub-Saharan Africa.,cat_planning_geospatial,active,open_source,,https://www.iea.org/data-and-statistics/data-product/building-level-electricity-access-and-demand-model,,2026-08-02
prod_5d86400ebf4fde2e,org_2744e404ad22d210,GEP Toolbox,gep-toolbox,Toolset for generating and incorporating input data into electrification plans.,cat_planning_geospatial,active,open_source,,https://www.esmap.org/global-electrification-platform-gep,,2026-08-02
prod_6105cb20d5181a16,org_2744e404ad22d210,GEP Generator,gep-generator,Open-source interface for generating custom electrification outlooks in real time.,cat_planning_geospatial,active,open_source,,https://www.esmap.org/global-electrification-platform-gep,,2026-08-02
prod_63cceeebf437dc69,org_c60ee59766bb7296,Plentify HEMS Cloud Platform,plentify-hems-cloud-platform,"AI-driven home-energy management and virtual-power-plant platform coordinating solar, batteries and water heating.",cat_forecasting_flexibility_der,pilot,commercial,,https://digital-energy.eu/en/projects/ethekwini-municipality-plentify,,2026-08-02
prod_642f0da0b4e417a3,org_5d4d39fbfe878d2c,Pika EV Drive,pika-ev-drive,"EV charge-station management platform for infrastructure monitoring, sessions, connectors and load balancing.",cat_emobility_battery_networks,active,commercial,,https://fekra-egy.com/ev-charging/,,2026-08-02
prod_6511e9ace503cbaa,org_b4e978f005016067,FinCoRE,fincore,Financial modelling tool providing projected capital costs for energy investment analysis.,cat_finance_procurement_underwriting,active,open_source,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_65cb59d227c4267f,org_907aa74533dc527b,GridOS Energy Management System,gridos-energy-management-system,"Transmission control-centre software for dispatch, real-time monitoring, generation-demand balancing, network analysis and renewable integration.",cat_transmission_system_operation,active,commercial,,https://www.gevernova.com/software/products/grid-os,,2026-08-02
prod_76e1cb9631e5da42,org_a05bce318bbf4ea0,ARC Ride Mobile App,arc-ride-mobile-app,Mobile application for locating ARC Ride battery-swapping cabinets in Nairobi.,cat_emobility_battery_networks,active,commercial,,https://arcrideglobal.com/bidii-boda,,2026-08-02
prod_786ef0a3b218061b,org_4ac6c37b6348829f,Stima Care,stima-care,"Cloud SaaS platform for stationary-battery health, performance, anomaly and warranty management.",cat_generation_storage_operations,pilot,commercial,,https://digital-energy.eu/en/projects/stima-care,,2026-08-02
prod_7a974ed97072233c,org_99b1e294a6715f25,NetFin,netfin,Utility billing platform for metered services with additional and recurring billing and municipal general-ledger export support.,cat_retail_metering_billing_payments,active,commercial,,https://cloud.netelek.co.za/,,2026-08-02
prod_7b787a3f1eec1e39,org_9fb06d7319bc6e76,Spiro App,spiro-app,Application for locating battery-swap stations on Spiro's African electric-mobility network.,cat_emobility_battery_networks,active,commercial,,https://www.spironet.com/faq,,2026-08-02
prod_7ca64cacd469d465,org_96eebaf75520bce8,SOLINK Core,solink-core,"Guided renewable-project platform covering site-data intake, feasibility analysis, design specification, installer procurement and delivery oversight.",cat_finance_procurement_underwriting,active,commercial,,https://solink.co.za/core/,,2026-08-02
prod_7dc0a9bb41944d44,org_36577bb3608ee5a3,Ampersand Driver App,ampersand-driver-app,Driver application for monitoring battery state and navigating to battery-swap stations.,cat_emobility_battery_networks,active,commercial,,https://www.ampersand.energy/technology,,2026-08-02
prod_7ec0014d7e86dba9,org_58b430c887a693da,Fuel Switch,fuel-switch,"Blockchain marketplace for issuing, trading and reporting renewable-energy certificates.",cat_carbon_mrv_reporting,active,commercial,,https://digital-energy.eu/en/projects/fuel-switch,,2026-08-02
prod_7f669470202474a2,org_b4e978f005016067,clicSAND,clicsand,Open-source user interface for entering OSeMOSYS data and visualising energy-system modelling results.,cat_engineering_design_simulation,active,open_source,,https://climatecompatiblegrowth.com/clicsand-for-osemosys-a-user-friendly-interface-using-open-source-optimisation-software-for-energy-system-modelling-analysis/,,2026-08-02
prod_835fa410d7e3dba0,org_14ddaae613b81fe5,E-Stations,e-stations,"Moroccan EV-charging application for locating chargers, checking availability, controlling sessions and paying.",cat_emobility_battery_networks,active,commercial,,https://play.google.com/store/apps/details?id=com.estations.ma,,2026-08-02
prod_83e8647b12c0f40a,org_7e4e5bedaec641be,SparkMeter digital grid and smart-metering platform,sparkmeter-digital-grid-and-smart-metering-platform,"Smart-metering and digital-grid platform supporting billing, loss detection, network monitoring, transformer analysis and distribution planning.",cat_distribution_utility_operations,under_review,commercial,,https://www.sparkmeter.io/,,2026-08-02
prod_84787f6a75dff4dd,org_c538d1eb164e6e41,AMMP OS,ammp-os,"A vendor-agnostic operating platform for technical monitoring, alerts, maintenance workflows, commercial tracking and reporting across distributed solar portfolios.",cat_generation_storage_operations,active,commercial,,https://www.ammp.io/product,,2026-08-02
prod_84da79537e9d2e53,org_b5a699ab229742b6,Data Integrator,data-integrator,"Energy-data integration product using APIs, secure file transfer and workflow orchestration to consolidate internal and external data sources.",cat_data_interoperability_security,active,commercial,,https://www.enerweb.co.za/index.php/products/di,,2026-08-02
prod_870e878724216eb1,org_7245d69e568dc70a,Battery Bank Africa,battery-bank-africa,"Storage-as-a-service platform combining battery sizing, financing, remote monitoring and lifecycle management for mini-grids.",cat_generation_storage_operations,active,commercial,,https://digital-energy.eu/en/projects/vittoria-technology,,2026-08-02
prod_88eab8436b1e03d8,org_73b14ede2c4a2ead,PyPSA,pypsa,Open-source Python framework for optimising and simulating power and energy systems.,cat_engineering_design_simulation,active,open_source,https://github.com/PyPSA/PyPSA,https://pypsa.org/,,2026-08-02
prod_8c028e7d3c878e74,org_930efc4050b16d68,TEMBA,temba,Open-source electricity-supply model representing African countries and cross-border transmission links.,cat_transmission_system_operation,active,open_source,,https://www.kth.se/en/2.88189/energy-systems/completed-projects/the-electricity-model-base-for-africa-temba-1.940034,,2026-08-02
prod_8cc55e7483a66134,org_515b5b14c4e13ea8,ELDO Energy App,eldo-energy-app,"A digital-utility app for smart-meter data, energy-use insights, embedded billing and payments, and purchasing wheeled renewable electricity.",cat_trading_wheeling_settlement,active,commercial,,https://www.eldo.co.za/,,2026-08-02
prod_8d5f9abcd9decdc8,org_cdc655096c67d97e,ArkFlow,arkflow,"Operating system for solar EPCs covering PV layout, electrical design, yield simulation, finance origination, project delivery and handover workflows.",cat_engineering_design_simulation,active,commercial,,https://arkflow.co.za/,,2026-08-02
prod_90c1269fb6533050,org_e7a91741bca86f28,Nimbus AMI,nimbus-ami,"A cloud AMI platform for visibility, monitoring and control of energy billing across utility metering assets.",cat_retail_metering_billing_payments,active,commercial,,https://steama.co/products,,2026-08-02
prod_99b7bcd9a368219b,org_b4e978f005016067,NISMOD,nismod,National Infrastructure Systems Model used for integrated infrastructure planning.,cat_planning_geospatial,active,open_source,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_99c67cf93bb73c5f,org_39703db4e82ec396,Rubicon Charge,rubicon-charge,"EV-charging application for finding chargers, remotely controlling sessions, live updates and wallet payments.",cat_emobility_battery_networks,active,commercial,,https://www.rubicon.tech/pages/e-mobility,,2026-08-02
prod_a3b8555b0b37b5d2,org_36577bb3608ee5a3,AmperOps,amperops,Fleet and battery-network management software using predictive analytics to optimise battery lifespan.,cat_emobility_battery_networks,active,commercial,,https://www.ampersand.energy/,,2026-08-02
prod_a4f1a4a52c37c33c,org_8dbd3ffeca6e1efd,PaygOps,paygops,"A last-mile operations and PAYGo platform for leases, payments, customers, inventory, field service and device integrations.",cat_paygo_minigrid_operations,active,commercial,,https://www.paygops.com/,,2026-08-02
prod_a65525f1816d4864,org_cbf8bcdb4fb4587b,Congo Epela Platform,congo-epela-platform,Interactive platform presenting OnSSET-based least-cost electrification analysis for the Democratic Republic of the Congo.,cat_planning_geospatial,active,public,,https://onsset.readthedocs.io/en/latest/applications.html,,2026-08-02
prod_a99b94237c7e13fa,org_e6912eb1478e941d,PowerPay,powerpay,"IoT software for monitoring off-grid solar assets, energy consumption, payments and financed appliances.",cat_paygo_minigrid_operations,active,commercial,,https://digital-energy.eu/en/projects/give-ltd,,2026-08-02
prod_acf9505b6591bcdc,org_abe67edf168ef702,OnSSET,onsset,Open-source geospatial optimisation software for least-cost electrification planning.,cat_planning_geospatial,active,open_source,https://github.com/OnSSET/onsset,https://www.onsset.org/,,2026-08-02
prod_ad4f1a22ff85d12b,org_6813554323495fa0,Switch Energy Trading Platform,switch-energy-trading-platform,"A platform for PPA administration, portfolio planning, generation-load matching, energy aggregation, allocations, optimisation and forecasting.",cat_trading_wheeling_settlement,active,commercial,,https://www.switch.org.za/energy-trading-wheeling,,2026-08-02
prod_af06988b7962e214,org_6d53c1b9743e7ec9,ChargePocket,chargepocket,"EV-charging application for live charger discovery, session management and payments on the South African network.",cat_emobility_battery_networks,active,commercial,,https://gridcars.net/,,2026-08-02
prod_b57d9407040b6d6d,org_7951c70ccd95064f,MeterX,meterx,"Utility metering and billing platform that reconciles grid, solar, battery and generator supply against tenant consumption and applies South African electricity tariffs.",cat_retail_metering_billing_payments,active,commercial,,https://meterx.co.za/,,2026-08-02
prod_b91aa7029d7054cd,org_b9fc077cac046000,Smart-View SaaS Utilities Management Solution,smart-view-saas-utilities-management-solution,"Software-as-a-service platform for real-time utility monitoring, anomaly detection, bill creation and verification, analytics and sustainability reporting.",cat_ci_behind_meter,active,commercial,,https://www.smartviewtechnology.co.za/,,2026-08-02
prod_bb8d9737e621ddbf,org_3684c370a0486cf0,SolarFlow,solarflow,"Cloud platform for real-time monitoring, automation and optimisation of off-grid solar systems.",cat_generation_storage_operations,pilot,commercial,,https://digital-energy.eu/en/projects/metavolt-energie-nghezo,,2026-08-02
prod_bc70438d15454ac9,org_907aa74533dc527b,GridOS Wide Area Monitoring System,gridos-wide-area-monitoring-system,Synchrophasor-based wide-area grid monitoring software for near-real-time visibility and transmission-system stability analysis.,cat_transmission_system_operation,active,commercial,,https://www.gevernova.com/software/products/grid-os,,2026-08-02
prod_c0f44036c2631600,org_b4e978f005016067,Fossil Fuel Retirement Model,fossil-fuel-retirement-model,Model for estimating foregone revenue from early retirement of fossil-fuel power plants.,cat_finance_procurement_underwriting,active,open_source,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_c65e8228650434e7,org_60c02033635240b1,FINPLAN,finplan,Model for financial analysis of electricity-sector expansion plans and project viability.,cat_finance_procurement_underwriting,active,public,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_c88c7983f9fcb410,org_8f37967e82047776,Universal Electrification Access,universal-electrification-access,"Online interface presenting OnSSET methods, datasets and electrification-planning results.",cat_planning_geospatial,active,public,,https://onsset.readthedocs.io/en/latest/applications.html,,2026-08-02
prod_d123b1e7b49b439e,org_b4e978f005016067,CLEWs,clews,"Open modelling framework linking climate, land-use, energy and water systems.",cat_engineering_design_simulation,active,open_source,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
prod_d52c504a42c601a3,org_a8add2f3b4fe90af,OSeMOSYS,osemosys,Open-source modelling system for long-run integrated assessment and energy planning.,cat_engineering_design_simulation,active,open_source,https://github.com/OSeMOSYS/OSeMOSYS,https://osemosys.readthedocs.io/en/latest/,,2026-08-02
prod_d5b79f9c98ecce44,org_99b1e294a6715f25,NetVend,netvend,"Standard Transfer Specification prepaid vending platform for electricity, water and gas utilities.",cat_retail_metering_billing_payments,active,commercial,,https://cloud.netelek.co.za/,,2026-08-02
prod_d6cc37a1cf2d1294,org_d1bdcd4f66807716,PyPSA-Earth,pypsa-earth,Open-source multi-energy optimisation model with global data workflows and African demonstrations.,cat_engineering_design_simulation,active,open_source,https://github.com/pypsa-meets-earth/pypsa-earth,https://pypsa-earth.readthedocs.io/,,2026-08-02
prod_daa50f9ebedcc7b0,org_2e848005aab6ebe8,Energy Access Explorer,energy-access-explorer,Geospatial information system for data-driven and inclusive energy-access planning.,cat_planning_geospatial,active,public,,https://www.energyaccessexplorer.org/,,2026-08-02
prod_dafd91d42f6636f9,org_d48d027ab1a1011c,Amptera,amptera,"A cloud utility platform that ingests smart-meter data and automates tariff application, billing, wheeling calculations and dashboards.",cat_retail_metering_billing_payments,active,commercial,,https://openaccess.energy/pages/solutions/amptera,,2026-08-02
prod_dc72bea09d0725f4,org_ccaab0a9973b7404,EV Node,ev-node,"EV-charging application providing a unified wallet, live map, availability and charging history across Egyptian networks.",cat_emobility_battery_networks,active,commercial,,https://www.ev-node.com/,,2026-08-02
prod_dfff8365390e2421,org_df0fd10412aadaab,Kofa Fleet Platform,kofa-fleet-platform,"Fleet-management platform for rider swap access, fleet purchases and battery-network running costs.",cat_emobility_battery_networks,active,commercial,,https://www.kofa.co/solutions,,2026-08-02
prod_f3d9dc4a77ea4cab,org_9df3ccd43710a1e4,AVEVA PI System,aveva-pi-system,"Operational-data platform that collects, stores, contextualizes, analyzes and visualizes real-time industrial and power-system data.",cat_data_interoperability_security,active,commercial,,https://www.aveva.com/en/products/aveva-pi-system/,,2026-08-02
prod_f63dd1268b6e12c7,org_686ef9b185a5a75d,FastVolt App,fastvolt-app,"Application for locating, planning and paying for EV fast-charging sessions across Morocco.",cat_emobility_battery_networks,active,commercial,,https://fastvolt.net/,,2026-08-02
prod_faed4459e7d6ab27,org_530820839614a2eb,ArcGIS Survey123,arcgis-survey123,"Field data-collection application for georeferenced inspections, surveys, asset records and customer-enumeration workflows.",cat_planning_geospatial,active,commercial,,https://www.esri.com/en-us/arcgis/products/arcgis-survey123/overview,,2026-08-02
prod_fbd4ec7d619dc446,org_41b9fcad44ad911b,AutoPV,autopv,"Cloud engineering software that automates utility-scale photovoltaic layout, cable routing, equipment placement, loss analysis and technical-document generation.",cat_engineering_design_simulation,active,commercial,,https://www.autopv.io/,,2026-08-02
prod_fcaaff4768a60d65,org_60c02033635240b1,MAED,maed,Model for Analysis of Energy Demand used to develop sectoral energy-demand assessments.,cat_forecasting_flexibility_der,active,public,,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,,2026-08-02
