id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_1df6fc6ce8f98ee9,product,prod_005,launched_year,2025,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_1eb7316e70097b01,organisation,org_001,country_of_origin,NG,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_246a7c5ed464a001,deployment,dep_003,product_id,prod_004,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: DEP-003. Source locator and limits: Digital Energy states that PAM-AI created demand-side-response programmes for KEDCO in Nigeria and labels the 2025 project a scale-up with active deployments. This is programme evidence, not customer confirmation."
asrt_377ef583561a6506,product,prod_003,lifecycle_status,active,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-003. Source locator and limits: Proparco names Xepp and describes consumption tracking, transactions and renewable-energy offers."
asrt_3a633cb1d805690f,product,prod_004,organisation_id,org_002,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_3c7c23b9a323ef7f,deployment,dep_001,location_precision,utility_territory,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_3e5924c01f8e14e7,product,prod_001,description,Customer and asset information; network surveys; connections; digital twin,src_7b2b4beeeea7e093,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-001. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; no provider outcome claims are imported.
asrt_3eddf67c86bc0c5e,product,prod_004,primary_category_id,cat_paygo_minigrid_operations,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_3f14c9237e037d62,organisation,org_003,lifecycle_status,active,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_3f6071b75d3bdf56,product,prod_004,name,PAM-AI,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_4520e223eb8ef3e1,organisation,org_002,origin_classification,africa_built,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_486a07454e573806,deployment,dep_003,started_year,2025,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: DEP-003. Source locator and limits: Digital Energy states that PAM-AI created demand-side-response programmes for KEDCO in Nigeria and labels the 2025 project a scale-up with active deployments. This is programme evidence, not customer confirmation."
asrt_48da5ea052848a18,organisation,org_002,country_of_origin,NG,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_49ca9eec2c030beb,organisation,org_002,website,https://www.pamafrica.com/,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_50984f1b311a4ff1,product,prod_005,access_model,commercial_service,src_8d5a439422f50474,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-005. Source locator and limits: Provider page supports current product functions and contact-sales access.
asrt_52b83b25eb3a8b85,organisation,org_002,lifecycle_status,active,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_54b47c7795a4296a,deployment,dep_001,subnational_area,Abuja distribution area,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_561d58a0d9a7fb6a,product,prod_005,website,https://www.powerlabstech.com/pai-enterprise/software,src_8d5a439422f50474,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-005. Source locator and limits: Provider page supports current product functions and contact-sales access.
asrt_591217630dc7caac,deployment,dep_004,started_year,2025,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_5aeac7ec9fc81232,product,prod_003,description,Consumption insights; payments; customer engagement; distributed solar offers,src_b2ee9354fd0f5ade,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-003. Source locator and limits: Provider product page supports detailed functions and states the app is free to download and use.
asrt_5bc6c6f57ed96311,product,prod_005,organisation_id,org_003,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_5f5c4f09c6318a89,organisation,org_001,origin_classification,africa_built,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_6438f8d1cb7677a5,organisation,org_003,organisation_type,energy_software_start_up,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_6b08172aaf164605,deployment,dep_001,lifecycle_status,active,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_734c371921a1891e,product,prod_001,access_model,commercial_proprietary,src_7b2b4beeeea7e093,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-001. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; no provider outcome claims are imported.
asrt_737af1c9ed28c010,organisation,org_003,description,"Energy intelligence software and hardware for orchestrating grid, solar, batteries and generators",src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_75538177c6808dea,product,prod_003,website,https://www.beaconpowerservices.com/en/solutions/xepp,src_b2ee9354fd0f5ade,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-003. Source locator and limits: Provider product page supports detailed functions and states the app is free to download and use.
asrt_7902bf89d0a7d4d0,deployment,dep_002,customer_name,Abuja Electricity Distribution Company (AEDC),src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_7d2a8ad1923459ab,product,prod_002,primary_category_id,cat_distribution_utility_operations,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-002. Source locator and limits: Proparco names Adora as a BPS product and describes billing, outage management and predictive-maintenance functions in the Abuja deployment."
asrt_7d3d6c1623d92b9e,organisation,org_002,organisation_type,energy_software_start_up,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_7dcde3441f1567af,deployment,dep_002,subnational_area,Abuja distribution area,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_803077b350326f82,organisation,org_001,name,Beacon Power Services,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_8137c87ef55849aa,product,prod_003,name,Xepp,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-003. Source locator and limits: Proparco names Xepp and describes consumption tracking, transactions and renewable-energy offers."
asrt_814133975224f4ab,product,prod_004,lifecycle_status,active,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_837f43de9daa7735,deployment,dep_002,lifecycle_status,active,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_86015a5555153bbc,product,prod_002,website,https://beaconpowerservices.com/en/solutions/adora,src_91c77faf0f6640eb,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-002. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; performance claims are excluded.
asrt_89fd8f9d46a94920,deployment,dep_002,location_precision,utility_territory,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_8d7e2824c6c17d79,deployment,dep_002,product_id,prod_002,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_8f8054fd2fcc0c93,deployment,dep_004,lifecycle_status,active,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_8fc4f469e6df55e8,product,prod_005,primary_category_id,cat_ci_behind_meter,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_904a5e38dcaf4c1c,product,prod_001,name,CAIMS,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-001. Source locator and limits: Proparco names CAIMS as BPS’s field-mapping and digital-twin building block and documents its current use in Abuja.
asrt_90c9d62a102715aa,organisation,org_002,description,"Mini-grid optimisation, smart metering, payments and demand response",src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_9216a583507670a3,organisation,org_001,lifecycle_status,active,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_9572ca21d4a3c388,product,prod_005,lifecycle_status,active,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_9761b29fae870f66,deployment,dep_003,customer_name,Kano Electricity Distribution Company (KEDCO),src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: DEP-003. Source locator and limits: Digital Energy states that PAM-AI created demand-side-response programmes for KEDCO in Nigeria and labels the 2025 project a scale-up with active deployments. This is programme evidence, not customer confirmation."
asrt_97ded978e99d5f39,deployment,dep_001,country_iso2,NG,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_991034d06a254b2d,deployment,dep_001,customer_disclosure,named,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_9ee29eba13999ef4,deployment,dep_004,product_id,prod_004,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_a3d4833576863865,organisation,org_003,headquarters_country,NG,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_a8deaf1852841b9a,product,prod_002,description,Grid operations; outage and loss analytics; field work; commercial operations,src_91c77faf0f6640eb,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-002. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; performance claims are excluded.
asrt_aa800388137a70f4,organisation,org_003,name,PowerLabs,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_b234d765197e1baa,product,prod_001,website,https://beaconpowerservices.com/en/solutions/caims,src_7b2b4beeeea7e093,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-001. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; no provider outcome claims are imported.
asrt_b2918c6d20e9d8f1,product,prod_005,name,Pai Enterprise,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_b4449c5ffd3ba5a5,product,prod_002,access_model,commercial_proprietary,src_91c77faf0f6640eb,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: PROD-002. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; performance claims are excluded.
asrt_b6a1da022fa625bc,product,prod_004,website,https://www.pamafrica.com/,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_bc5c9b4a4c470667,organisation,org_002,name,PAM Africa,src_91c1fac8b3e57eb7,public_source,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,"Human reviewed in Batch 001. Reviewed amendment applied. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_bc7add211b0949ce,organisation,org_003,website,https://powerlabstech.com/,src_8d5a439422f50474,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,kaykluz,2026-07-30,,,Human reviewed in Batch 001. Legacy ID: ORG-003. Source locator and limits: Current provider domain and product page.
asrt_bulk_003b9570b263b2c7,product,prod_ad4f1a22ff85d12b,lifecycle_status,active,src_705592f873593725,provider_claim_only,ai_assisted_research,batch_001_release_013,kaykluz,2026-08-02,,,Human reviewed. Source locator: Opening paragraph and complete energy trading platform feature list; contact block gives the Cape Town address.
asrt_bulk_00af5c1efcbe355f,product,prod_5d86400ebf4fde2e,website,https://www.esmap.org/global-electrification-platform-gep,src_a6c915fb6879f499,public_source,ai_assisted_research,batch_001_release_010,kaykluz,2026-08-02,,,Human reviewed. Source locator: Paragraph beginning 'The GEP Explorer is complemented' identifies the GEP Toolbox as the input-data component.
asrt_bulk_00d1805207b56a25,deployment,dep_a7c8d5b7c82274d7,customer_name,City of Cape Town Electricity Service Department,src_02027067a2b6f47d,provider_claim_only,ai_assisted_research,batch_001_release_002,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Paragraphs dated April 19, 2012 stating successful go-live, remote meter reads, MDUS integration and continuous exchange with SAP for Utilities."
asrt_bulk_01685fdddf97710f,product,prod_5c44515448aa55ab,website,https://steama.co/products,src_3fed97da9ebf5a38,provider_claim_only,ai_assisted_research,batch_001_release_003,kaykluz,2026-08-02,,,"Human reviewed. Source locator: SteamaCo Product Suite, 'ThunderBolt' field-force app product block."
asrt_bulk_01694c17ab20638d,product,prod_c65e8228650434e7,primary_category_id,cat_finance_procurement_underwriting,src_c884b377e1fc531b,public_source,ai_assisted_research,batch_001_release_007,kaykluz,2026-08-02,,,Human reviewed. Source locator: IMPACCT Framework finance paragraph names FINPLAN for evaluating financial viability of utility-scale projects.
asrt_bulk_0184ab2930a42f3e,product,prod_835fa410d7e3dba0,organisation_id,org_14ddaae613b81fe5,src_4acfd42725b98b4e,provider_claim_only,ai_assisted_research,batch_001_release_004,kaykluz,2026-08-02,,,"Human reviewed. Source locator: About this app section describes live charging discovery, availability, remote start/stop and payments; developer address is in Rabat, Morocco."
asrt_bulk_01b86c00a6b08a2b,organisation,org_c60ee59766bb7296,website,https://plentify.io/,src_d4d68c56788ce4d7,customer_confirmed,ai_assisted_research,batch_001_release_008,kaykluz,2026-08-02,,,"Human reviewed. Source locator: Project at a Glance, Solution and How It Works sections name eThekwini, Plentify HEMS, virtual-power-plant functions and the early-pilot status."
asrt_bulk_01bf393eb63e3111,product,prod_7a974ed97072233c,organisation_id,org_99b1e294a6715f25,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
asrt_bulk_01cb3b9560d539d3,product,prod_7a974ed97072233c,access_model,commercial,src_19cbb51c9737fa08,provider_claim_only,ai_assisted_research,batch_001_release_011,kaykluz,2026-08-02,,,Human reviewed. Source locator: Launch Platform > NetFin product entry.
