id,url,title,publisher,source_type,author,publication_date,retrieved_at,archived_url,source_license,independence_class,automation_permitted,notes
src_2036ee97788b09bc,https://www.spironet.com/faq,FAQ | Spiro,Spiro,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_25c2a0a72ca484b2,https://www.switch.org.za/,Smart Metering & Energy Trading Software | Switch Energy,Switch Energy,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_2a5c99c65a3533f8,https://www.smartviewtechnology.co.za/,Enterprise Utilities Management Software | Smart Metering | Smart-View Technology,Smart-View Technology,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_2f4a7e763bb7e671,https://www.bboxx.com/countries/mali/,Mali - Bboxx,Bboxx,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_31fdc6b36c19f321,https://meterx.co.za/,MeterX — Utility metering & billing platform · South Africa,MeterX,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_33e8d065011165de,https://www.enerweb.co.za/index.php/products/di,Enerweb | Data Integrator,Enerweb,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_36ff3d019dab7c6f,https://www.paygops.com/post/how-kazang-solar-azuri-technologies-distributor-leverages-paygops-features-for-call-centre-managem,How Kazang Solar (Azuri Technologies Distributor) Leverages PaygOps Features for Call Centre Management,PaygOps,web,,2024-08-26,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_3cbec379ee14aa70,https://proparco.fr/en/news/beacon-power-services-harnessing-data-drive-africas-energy-transition,Beacon Power Services: harnessing data to drive Africa’s energy transition,Proparco — AFD Group,dfi_report,,2026-04-23,2026-07-30,,all_rights_reserved; factual_metadata_and_linking_only,customer_or_official,false,"Locators: “In Abuja, a network transitioning from ‘flying blind’ to real-time visibility” and the paragraph describing CAIMS, Adora and Xepp. Includes direct comment from an AEDC director. Proparco is a BPS investor, so reported outcomes are not imported without additional corroboration. Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_3fed97da9ebf5a38,https://steama.co/products,Products | SteamaCo,SteamaCo,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_419b4f8f3ed72377,https://digital-energy.eu/en/projects/give-ltd,GIVE LTD | Digital Energy Facility,Digital Energy Facility — AFD Group,web,,,2026-08-02,,all_rights_reserved,customer_or_official,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_4319a4161634cca0,https://shyftpower.com/case-study-driving-operational-efficiency-savings,Case Study: Driving Operational Efficiency & Savings,SHYFT Power Solutions,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_49525542a4a0aa7a,https://energy-modelling-tools.github.io/onsset/applications/,OnSSET Applications,OnSSET,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_4acfd42725b98b4e,https://play.google.com/store/apps/details?id=com.estations.ma,E-Stations - Apps on Google Play,E-Stations,web,,,2026-08-02,,all_rights_reserved,aggregator,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_4b7adae0776349b3,https://d-rec.github.io/drec-origin/platform-overview/key-features.html,Key Features | D-REC Documentation,D-REC Organization,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_5d32c0903dfe6e9c,https://citiqprepaid.co.za/,Citiq Prepaid | Fair Utility Billing in South Africa,Citiq Prepaid,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_6fa288b6cac304e9,https://www.iea.org/data-and-statistics/data-product/building-level-electricity-access-and-demand-model,Building-level Electricity Access and Demand Model,International Energy Agency,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_705592f873593725,https://www.switch.org.za/energy-trading-wheeling,Energy Trading & Wheeling Platform | Switch Energy SA,Switch Energy,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_728b5d57ef518817,https://openaccess.energy/pages/solutions/amptera,Municipalities - Utility-Grade Energy Billing Solution | Open Access Energy,Open Access Energy,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_72a68084f5f1f2f3,https://www.afd.fr/en/actualites/digital-energy-challenge-africa-energy-transition,Digital Energy Challenge: innovative projects paving the way for Africa’s energy transition,Agence Française de Développement,official_programme,,2024-11-28,2026-07-30,,all_rights_reserved; factual_metadata_and_linking_only,customer_or_official,false,"Locator: “Reducing power outages in Nigeria: AEDC x Beacon Power Services.” Supports the named partnership, Nigeria, the 2023 programme-support year and reported implementation activity. AFD administers the supporting programme; outcome figures require separate scrutiny. Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_75449c38606a534e,https://digital-energy.eu/en/projects/stima-care,Stima Care | Digital Energy Facility,Digital Energy Facility — AFD Group,web,,,2026-08-02,,all_rights_reserved,customer_or_official,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_792d6f5e54ae6a49,https://beaconpowerservices.com/,Beacon Power Services — Transforming Energy Management in Africa through Innovation,Beacon Power Services,provider_webpage,,,2026-07-30,,all_rights_reserved,provider_authored,false,"Locator: homepage and company footer. Used only for the provider’s current canonical website; it does not independently establish origin, headquarters or deployment."
src_7b2b4beeeea7e093,https://beaconpowerservices.com/en/solutions/caims,CAIMS — Customer and Asset Information Management System | Beacon Power Services,Beacon Power Services,provider_product_page,,,2026-07-30,,all_rights_reserved,provider_authored,false,"Locator: CAIMS overview, Features, Functionalities and Technical Specifications. Supports product functions as provider claims; customer outcomes are not imported from this page."
src_7c0c0c942fa173cd,https://www.kth.se/en/2.88189/energy-systems/completed-projects/the-electricity-model-base-for-africa-temba-1.940034,The Electricity Model Base for Africa (TEMBA),KTH Royal Institute of Technology,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_7de3c1f07aa1a7fc,https://www.esri.com/en-us/lg/industry/electric-and-gas/ikeja-electric-case-study,Real-Time Data Reduces Electric System Downtime by 33 Percent,Esri,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_8055fc93905afd67,https://openaccess.energy/,Open Access Energy - South Africa's First Multilateral Wheeling Solution,Open Access Energy,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_80750634d4eb4e8f,https://onsset.readthedocs.io/en/latest/applications.html,Online interfaces & Applications,OnSSET,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_85884b03ae89ab9b,https://digital-energy.eu/en/projects/vittoria-technology,Vittoria Technology | Digital Energy Facility,Digital Energy Facility — AFD Group,web,,,2026-08-02,,all_rights_reserved,customer_or_official,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_8663e6ac3734b42a,https://www.solarmd.com/products/monitoring-control/ems-mypower24/,EMS | mypower24 | Advanced Energy Management Solution,Solar MD,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_8ad2a6fd5ad32af1,https://www.energize.co.za/article/blockchain-to-unlock-renewable-energy-certificate-trading-in-south-africa,Blockchain to unlock renewable energy certificate trading in South Africa,Energize,web,,2025-08-21,2026-08-02,,all_rights_reserved,independent_secondary,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_8d5a439422f50474,https://www.powerlabstech.com/pai-enterprise/software,Pai Enterprise Dashboard | PowerLabs,PowerLabs,provider_product_page,,,2026-07-30,,all_rights_reserved; factual_metadata_and_linking_only,provider_authored,false,"Locators: Analytics, Sizing Optimisation, Anomaly Detections and Use Cases. Supports the current product URL and provider-described functionality; it does not independently establish deployments. Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_91c1fac8b3e57eb7,https://digital-energy.eu/en/projects/pam-africa,PAM AFRICA | Digital Energy Facility,Digital Energy Facility — AFD Group,official_programme,,,2026-07-30,,no_open_licence_found; factual_metadata_and_linking_only,customer_or_official,false,"Locators: “The Project at a Glance,” “How It Works” and “Results So Far.” Supports PAM-AI, Nigeria, KEDCO and unnamed mini-grid implementations. It is programme evidence, not customer confirmation; outcome figures are excluded. Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_91c77faf0f6640eb,https://beaconpowerservices.com/en/solutions/adora,Adora — Grid Network Management | Beacon Power Services,Beacon Power Services,provider_product_page,,,2026-07-30,,all_rights_reserved,provider_authored,false,"Locator: Adora overview, Features, Functionalities and Technical Specifications. Supports product functions as provider claims; performance claims are not imported."
src_966853451e9815ad,https://www.rubicon.tech/blogs/news/introducing-our-rubicon-charge-ev-app,Introducing our Rubicon Charge EV app,Rubicon,web,,2024-08-12,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_978f6fdd465962a6,https://github.com/pypsa-meets-earth/pypsa-earth,PyPSA-Earth: A Flexible Python-based Open Optimisation Model to Study Energy System Futures around the World,PyPSA meets Earth,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_a007594faa6d6482,https://gridcars.net/ev-drivers/,EV Drivers | GridCars,GridCars,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_a1861482fff6a50d,https://www.mercycorps.org/en-gb/research-resources/enter-energy-somalia,Powering Progress: Enter Energy Somalia Brings Light and Opportunity to Barwaaqo,Mercy Corps,web,,2025-07-21,2026-08-02,,all_rights_reserved,independent_secondary,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_a6c915fb6879f499,https://www.esmap.org/global-electrification-platform-gep,Global Electrification Platform,World Bank ESMAP,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_a9aeffadb63a1fef,https://osemosys.readthedocs.io/en/latest/,Welcome to the OSeMOSYS documentation,OSeMOSYS Community,web,,,2026-08-02,,Apache-2.0,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_ad5d15b92aa2776d,https://www.ev-node.com/,EV Node — One Wallet. Every Charger.,EV Node,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_afd975f932305487,https://poweroptimal.com/privacy-policy/,Privacy Policy - PowerOptimal,PowerOptimal,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_b0a509af628fb050,https://techcabal.com/2026/04/09/powerlabs-wants-to-make-nigerias-grid-think/,This startup is building an ‘intelligence layer’ for Nigeria’s power grid,TechCabal,news_article,Frank Eleanya,2026-04-09,2026-07-30,,restricted_terms; factual_metadata_and_linking_only,independent_secondary,false,"Locators: article introduction, “How the system works” and the Pai Enterprise launch paragraph. Independently supports company and product existence, Lagos base and June 2025 launch. Regional usage is attributed to the founder and is retained only as claimed availability, never as deployment evidence. Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_b0d8da97968bb795,https://climatecompatiblegrowth.com/clicsand-for-osemosys-a-user-friendly-interface-using-open-source-optimisation-software-for-energy-system-modelling-analysis/,clicSAND for OSeMOSYS: a user-friendly interface using open-source optimisation software for energy system modelling analysis,Climate Compatible Growth,web,,2022-09-19,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_b2ee9354fd0f5ade,https://www.beaconpowerservices.com/en/solutions/xepp,"Xepp — Track energy, pay for electricity and go solar | Beacon Power Services",Beacon Power Services,provider_product_page,,,2026-07-30,,all_rights_reserved,provider_authored,false,"Locator: Features, Functionalities and Technical Specifications. The page states that the app is available on iOS and Android and is free to download and use; product claims remain provider-authored."
src_b587f5fa42612646,https://www.thesmartere-award.com/hall-of-fame/thesmartere-award-winners-2025/7secondsolar,AUTOPV by 7Secondsolar,The smarter E AWARD,web,,,2026-08-02,,all_rights_reserved,independent_secondary,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_c2df3e2d24c3763b,https://www.jse.co.za/services/jse-ventures-carbon-market,JSE Ventures Carbon Market,Johannesburg Stock Exchange,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_c563b254a72836d5,https://solink.co.za/core/,Solar Project Feasibility Platform | SOLINK Core,SOLINK,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_c70678946460cecc,https://pylonump.com/?lang=en,Home | Pylon,Pylon,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_c7616caa46f7a0c2,https://www.gevernova.com/news/press-releases/ge-vernova-provides-gridosr-orchestration-software-help-west-african-power-pool-wapp,GE Vernova Provides GridOS Orchestration Software to Help West African Power Pool Facilitate Energy Exchange Among Its Member States,GE Vernova,web,,2024-10-24,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_c884b377e1fc531b,https://climatecompatiblegrowth.com/international-partnerships/data-and-tools/modelling-tools-and-frameworks/,Modelling Tools and Frameworks,Climate Compatible Growth,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_cdecc55785a2e84f,https://arkflow.co.za/,ArkFlow: the operating system for solar EPCs and installers in South Africa,ArkFlow,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_d129bd0549b7a8a2,https://www.enerweb.co.za/index.php/products/mf,Enerweb | Market Forecaster,Enerweb,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_d151cbedc6c4759e,https://www.ammp.io/case-studies,Customer success stories,AMMP Technologies,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_d20623b62099ccd7,https://steama.co/aurora-ai,Aurora AI | SteamaCo,SteamaCo,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_d4d68c56788ce4d7,https://digital-energy.eu/en/projects/ethekwini-municipality-plentify,eThekwini Municipality & Plentify | Digital Energy Facility,Digital Energy Facility — AFD Group,web,,,2026-08-02,,all_rights_reserved,customer_or_official,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_daca46ab58257600,https://www.eldo.co.za/,ELDO Digital Utility,ELDO,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_de00f697c22cfe83,https://fekra-egy.com/ev-charging/,Pika EV Charging Management Software Platform,Fekra Technology,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_e0428ec7ccfcfd99,https://steama.co/sunbeam,SunBeam | SteamaCo,SteamaCo,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_e1397f8d9f1aec2c,https://www.myvoltage.co.za/what-we-do/,What we do - My Voltage | Smart Metering | South Africa,MyVoltage,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_e5c412f183848e7c,https://github.com/PyPSA/PyPSA,PyPSA: Python for Power System Analysis,PyPSA Contributors,web,,,2026-08-02,,MIT,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_f533c88c1d12d756,https://adroitscada.com/adroit-m2m-and-iiot-platform/,ADROIT M2M AND IOT PLATFORM,Adroit Technologies,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_fdebbdff203ee17c,https://www.esri.com/en-us/lg/industry/electric-and-gas/stories/ikeja-electric-power-availablity-case-study,GIS Key to Rocketing Ikeja Power Availability,Esri,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
