id,subject_type,subject_id,predicate,value,source_id,evidence_status,extracted_by,extractor_run_id,reviewed_by,reviewed_at,valid_from,valid_to,notes
asrt_3a633cb1d805690f,product,prod_004,organisation_id,org_002,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_3c7c23b9a323ef7f,deployment,dep_001,location_precision,utility_territory,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_3e5924c01f8e14e7,product,prod_001,description,Customer and asset information; network surveys; connections; digital twin,src_7b2b4beeeea7e093,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-001. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; no provider outcome claims are imported.
asrt_3eddf67c86bc0c5e,product,prod_004,primary_category_id,cat_paygo_minigrid_operations,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_3f14c9237e037d62,organisation,org_003,lifecycle_status,active,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_3f6071b75d3bdf56,product,prod_004,name,PAM-AI,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_4520e223eb8ef3e1,organisation,org_002,origin_classification,africa_built,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_486a07454e573806,deployment,dep_003,started_year,2025,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-003. Source locator and limits: Digital Energy states that PAM-AI created demand-side-response programmes for KEDCO in Nigeria and labels the 2025 project a scale-up with active deployments. This is programme evidence, not customer confirmation."
asrt_48da5ea052848a18,organisation,org_002,country_of_origin,NG,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_49ca9eec2c030beb,organisation,org_002,website,https://www.pamafrica.com/,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_50984f1b311a4ff1,product,prod_005,access_model,commercial_service,src_8d5a439422f50474,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-005. Source locator and limits: Provider page supports current product functions and contact-sales access.
asrt_52b83b25eb3a8b85,organisation,org_002,lifecycle_status,active,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_54b47c7795a4296a,deployment,dep_001,subnational_area,Abuja distribution area,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_561d58a0d9a7fb6a,product,prod_005,website,https://www.powerlabstech.com/pai-enterprise/software,src_8d5a439422f50474,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-005. Source locator and limits: Provider page supports current product functions and contact-sales access.
asrt_591217630dc7caac,deployment,dep_004,started_year,2025,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_5aeac7ec9fc81232,product,prod_003,description,Consumption insights; payments; customer engagement; distributed solar offers,src_b2ee9354fd0f5ade,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-003. Source locator and limits: Provider product page supports detailed functions and states the app is free to download and use.
asrt_5bc6c6f57ed96311,product,prod_005,organisation_id,org_003,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_5f5c4f09c6318a89,organisation,org_001,origin_classification,africa_built,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_6438f8d1cb7677a5,organisation,org_003,organisation_type,energy_software_start_up,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_6b08172aaf164605,deployment,dep_001,lifecycle_status,active,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_734c371921a1891e,product,prod_001,access_model,commercial_proprietary,src_7b2b4beeeea7e093,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-001. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; no provider outcome claims are imported.
asrt_737af1c9ed28c010,organisation,org_003,description,"Energy intelligence software and hardware for orchestrating grid, solar, batteries and generators",src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_75538177c6808dea,product,prod_003,website,https://www.beaconpowerservices.com/en/solutions/xepp,src_b2ee9354fd0f5ade,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-003. Source locator and limits: Provider product page supports detailed functions and states the app is free to download and use.
asrt_7902bf89d0a7d4d0,deployment,dep_002,customer_name,Abuja Electricity Distribution Company (AEDC),src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_7d2a8ad1923459ab,product,prod_002,primary_category_id,cat_distribution_utility_operations,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-002. Source locator and limits: Proparco names Adora as a BPS product and describes billing, outage management and predictive-maintenance functions in the Abuja deployment."
asrt_7d3d6c1623d92b9e,organisation,org_002,organisation_type,energy_software_start_up,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_7dcde3441f1567af,deployment,dep_002,subnational_area,Abuja distribution area,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_803077b350326f82,organisation,org_001,name,Beacon Power Services,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_8137c87ef55849aa,product,prod_003,name,Xepp,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-003. Source locator and limits: Proparco names Xepp and describes consumption tracking, transactions and renewable-energy offers."
asrt_814133975224f4ab,product,prod_004,lifecycle_status,active,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_837f43de9daa7735,deployment,dep_002,lifecycle_status,active,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_86015a5555153bbc,product,prod_002,website,https://beaconpowerservices.com/en/solutions/adora,src_91c77faf0f6640eb,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-002. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; performance claims are excluded.
asrt_89fd8f9d46a94920,deployment,dep_002,location_precision,utility_territory,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_8d7e2824c6c17d79,deployment,dep_002,product_id,prod_002,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_8f8054fd2fcc0c93,deployment,dep_004,lifecycle_status,active,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_8fc4f469e6df55e8,product,prod_005,primary_category_id,cat_ci_behind_meter,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_904a5e38dcaf4c1c,product,prod_001,name,CAIMS,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-001. Source locator and limits: Proparco names CAIMS as BPS’s field-mapping and digital-twin building block and documents its current use in Abuja.
asrt_90c9d62a102715aa,organisation,org_002,description,"Mini-grid optimisation, smart metering, payments and demand response",src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_9216a583507670a3,organisation,org_001,lifecycle_status,active,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_9572ca21d4a3c388,product,prod_005,lifecycle_status,active,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_9761b29fae870f66,deployment,dep_003,customer_name,Kano Electricity Distribution Company (KEDCO),src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-003. Source locator and limits: Digital Energy states that PAM-AI created demand-side-response programmes for KEDCO in Nigeria and labels the 2025 project a scale-up with active deployments. This is programme evidence, not customer confirmation."
asrt_97ded978e99d5f39,deployment,dep_001,country_iso2,NG,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_991034d06a254b2d,deployment,dep_001,customer_disclosure,named,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-001. Source locator and limits: Proparco’s Abuja report names CAIMS, BPS and AEDC and describes the live field-mapping/digital-twin implementation. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_9ee29eba13999ef4,deployment,dep_004,product_id,prod_004,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_a3d4833576863865,organisation,org_003,headquarters_country,NG,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_a8deaf1852841b9a,product,prod_002,description,Grid operations; outage and loss analytics; field work; commercial operations,src_91c77faf0f6640eb,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-002. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; performance claims are excluded.
asrt_aa800388137a70f4,organisation,org_003,name,PowerLabs,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-003. Source locator and limits: Independent editorial profile identifies PowerLabs as a Lagos-based energy and climate-tech startup founded in Nigeria and describes its orchestration focus.
asrt_b234d765197e1baa,product,prod_001,website,https://beaconpowerservices.com/en/solutions/caims,src_7b2b4beeeea7e093,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-001. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; no provider outcome claims are imported.
asrt_b2918c6d20e9d8f1,product,prod_005,name,Pai Enterprise,src_b0a509af628fb050,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-005. Source locator and limits: Independent article names Pai Enterprise, describes the hybrid energy orchestration layer and reports a June 2025 launch."
asrt_b4449c5ffd3ba5a5,product,prod_002,access_model,commercial_proprietary,src_91c77faf0f6640eb,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-002. Source locator and limits: Provider product page supports detailed functions and request-a-demo access; performance claims are excluded.
asrt_b6a1da022fa625bc,product,prod_004,website,https://www.pamafrica.com/,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-004. Source locator and limits: Official programme profile names PAM-AI, documents functions and labels the project a scale-up with active deployments."
asrt_bc5c9b4a4c470667,organisation,org_002,name,PAM Africa,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-002. Source locator and limits: Official programme profile identifies PAM Africa, Nigeria and active scale-up activity, and links the provider website. Headquarters is withheld because the provider lists both Lagos and London locations."
asrt_bc7add211b0949ce,organisation,org_003,website,https://powerlabstech.com/,src_8d5a439422f50474,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-003. Source locator and limits: Current provider domain and product page.
asrt_c1cb51aeee357631,organisation,org_001,organisation_type,utility_software_scale_up,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: ORG-001. Source locator and limits: The report identifies BPS as an African energy-technology start-up operating in Nigeria and describes its grid-management software. The single-country headquarters field remains unresolved.
asrt_c4110ced08d67824,product,prod_002,name,Adora,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-002. Source locator and limits: Proparco names Adora as a BPS product and describes billing, outage management and predictive-maintenance functions in the Abuja deployment."
asrt_c7069468e5da4550,product,prod_005,claimed_availability,Northern and Southern Nigeria; customers unnamed,src_b0a509af628fb050,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-005. Source locator and limits: The article attributes this statement to the founder. It is retained as claimed availability and must not be counted as a deployment.
asrt_cd3e5efa923b5570,product,prod_003,primary_category_id,cat_retail_metering_billing_payments,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-003. Source locator and limits: Proparco names Xepp and describes consumption tracking, transactions and renewable-energy offers."
asrt_d1c44a81414b0c28,deployment,dep_002,country_iso2,NG,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-002. Source locator and limits: Proparco’s Abuja report names Adora, BPS and AEDC and describes the deployed product range. Includes comment from AEDC’s Director of Regulation and Efficiency."
asrt_d5fcca1e85edf1d2,deployment,dep_004,country_iso2,NG,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_d6d03ea5ddc85b0e,deployment,dep_004,location_precision,country,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-004. Source locator and limits: Digital Energy states that PAM-AI is implemented by four unnamed mini-grid developers in Nigeria. The record remains country-level and the customers remain undisclosed.
asrt_d866a7821f95268c,deployment,dep_003,lifecycle_status,active,src_91c1fac8b3e57eb7,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: DEP-003. Source locator and limits: Digital Energy states that PAM-AI created demand-side-response programmes for KEDCO in Nigeria and labels the 2025 project a scale-up with active deployments. This is programme evidence, not customer confirmation."
asrt_dc00645d1b14dafa,product,prod_003,access_model,public_access,src_b2ee9354fd0f5ade,provider_claim_only,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-003. Source locator and limits: Provider product page supports detailed functions and states the app is free to download and use.
asrt_e3d49ff3c958f06f,product,prod_003,organisation_id,org_001,src_3cbec379ee14aa70,independently_evidenced,ai_assisted_research,batch_001_source_review_2026_07_30,,,,,"AI-assisted source review candidate; human editorial approval required. Legacy ID: PROD-003. Source locator and limits: Proparco names Xepp and describes consumption tracking, transactions and renewable-energy offers."
